,Creation Time,Terminal Time,Current Time,Creation-Terminal Time,Terminal-Current Time,Creation-Current Time,Bid,Ask,BrokerName,Terminal,Protocol,Period,Symbol,Ask_Diff,Bid_Diff,UP,Spread,OpeningTime,ClosingTime,TypeBroker,DR
12,2020-11-23 13:15:19.721000,2020-11-23 13:15:19.721000,2020-11-23 13:15:19.725540,0.0,4.54,4.54,0.73304,0.73305,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,0.0,1.0000000000065512e-05,0,1e-05,179.1,,,
13,2020-11-23 13:15:25.401000,2020-11-23 13:15:25.401000,2020-11-23 13:15:25.406540,0.0,5.54,5.54,0.73303,0.73305,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,0.0,-1.0000000000065512e-05,0,1e-05,179.1,,,
14,2020-11-23 13:15:25.427000,2020-11-23 13:15:25.427000,2020-11-23 13:15:25.461541,0.0,34.541,34.541,0.73303,0.73304,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,-9.99999999995449e-06,0.0,0,1e-05,179.1,,,
15,2020-11-23 13:15:25.739000,2020-11-23 13:15:25.739000,2020-11-23 13:15:25.743540,0.0,4.54,4.54,0.73303,0.73303,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,-1.0000000000065512e-05,0.0,0,1e-05,179.1,,,
16,2020-11-23 13:15:30.175000,2020-11-23 13:15:30.294000,2020-11-23 13:15:35.250461,119.0,4956.461,5075.461,1.19016,1.19027,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,0.0,0.0,0,0.00011,179.1,,MM,REAL
17,2020-11-23 13:15:32.063000,2020-11-23 13:15:32.063000,2020-11-23 13:15:35.298484,0.0,3235.484,3235.484,0.73304,0.73305,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,2.0000000000020002e-05,1.0000000000065512e-05,1,1e-05,179.1,,,
18,2020-11-23 13:15:30.339000,2020-11-23 13:15:30.458000,2020-11-23 13:15:35.354461,119.0,4896.461,5015.461,1.19017,1.19029,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,2.0000000000131024e-05,9.999999999843467e-06,1,0.00011,179.1,,MM,REAL
19,2020-11-23 13:15:32.092000,2020-11-23 13:15:32.092000,2020-11-23 13:15:35.409484,0.0,3317.484,3317.484,0.73305,0.73306,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,1.0000000000065512e-05,9.99999999995449e-06,1,1e-05,179.1,,,
20,2020-11-23 13:15:31.152000,2020-11-23 13:15:31.271000,2020-11-23 13:15:35.463459,119.0,4192.459,4311.459,1.19019,1.19029,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,0.0,2.0000000000131024e-05,0,0.00011,179.1,,MM,REAL
21,2020-11-23 13:15:31.246000,2020-11-23 13:15:31.365000,2020-11-23 13:15:35.522460,119.0,4157.46,4276.46,1.19017,1.19029,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,0.0,-2.0000000000131024e-05,0,0.00011,179.1,,MM,REAL
22,2020-11-23 13:15:31.479000,2020-11-23 13:15:31.598000,2020-11-23 13:15:35.578485,119.0,3980.485,4099.485,1.19016,1.19028,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,-1.0000000000065512e-05,-9.999999999843467e-06,-1,0.00011,179.1,,MM,REAL
23,2020-11-23 13:15:32.247000,2020-11-23 13:15:32.366000,2020-11-23 13:15:35.645460,119.0,3279.46,3398.46,1.19016,1.1903,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,1.999999999990898e-05,0.0,0,0.00011,179.1,,MM,REAL
24,2020-11-23 13:15:32.407000,2020-11-23 13:15:32.526000,2020-11-23 13:15:35.704459,119.0,3178.459,3297.459,1.19016,1.19028,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,-1.999999999990898e-05,0.0,0,0.00011,179.1,,MM,REAL
25,2020-11-23 13:15:35.116000,2020-11-23 13:15:35.235000,2020-11-23 13:15:35.761485,119.0,526.485,645.485,1.19017,1.1903,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,1.999999999990898e-05,9.999999999843467e-06,1,0.00011,179.1,,MM,REAL
26,2020-11-23 13:15:35.391000,2020-11-23 13:15:35.510000,2020-11-23 13:15:35.819460,119.0,309.46,428.46,1.19017,1.19028,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,-1.999999999990898e-05,0.0,0,0.00011,179.1,,MM,REAL
27,2020-11-23 13:15:35.591000,2020-11-23 13:15:35.591000,2020-11-23 13:15:35.875485,0.0,284.485,284.485,0.73306,0.73306,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,0.0,1.0000000000065512e-05,0,1e-05,179.1,,,
28,2020-11-23 13:15:35.653000,2020-11-23 13:15:35.653000,2020-11-23 13:15:35.939491,0.0,286.491,286.491,0.73306,0.73307,International Capital Markets Pty Ltd.,MT4,ZMQ,60,AUDUSD,9.99999999995449e-06,0.0,0,1e-05,179.1,,,
29,2020-11-23 13:15:36.349000,2020-11-23 13:15:36.468000,2020-11-23 13:15:36.473460,119.0,5.46,124.46,1.19017,1.1903,OANDA DIVISION1,MT4,ZMQ,60,EURUSD,1.999999999990898e-05,0.0,0,0.00011,179.1,,MM,REAL
