,Creation Time,Terminal Time,Current Time,X,Y,Z,Bid,Ask,TypeBroker,BrokerName,DR,Terminal,Protocol,Symbol
104,2020-08-04 10:40:19.284000,2020-08-04 10:40:19.294000,2020-08-04 10:40:19.298098,10.0,4.098,14.098,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
105,2020-08-04 10:40:19.406000,2020-08-04 10:40:19.416000,2020-08-04 10:40:19.420101,10.0,4.101,14.101,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
106,2020-08-04 10:40:19.502000,2020-08-04 10:40:19.512000,2020-08-04 10:40:19.517099,10.0,5.099,15.099,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
107,2020-08-04 10:40:19.612000,2020-08-04 10:40:19.622000,2020-08-04 10:40:19.626099,10.0,4.099,14.099,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
108,2020-08-04 10:40:19.721000,2020-08-04 10:40:19.731000,2020-08-04 10:40:19.735121,10.0,4.121,14.121,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
109,2020-08-04 10:40:19.831000,2020-08-04 10:40:19.841000,2020-08-04 10:40:19.845125,10.0,4.125,14.125,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
110,2020-08-04 10:40:19.938000,2020-08-04 10:40:19.948000,2020-08-04 10:40:19.952098,10.0,4.098,14.098,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
111,2020-08-04 10:40:20.054000,2020-08-04 10:40:20.064000,2020-08-04 10:40:20.068125,10.0,4.125,14.125,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
112,2020-08-04 10:40:20.158000,2020-08-04 10:40:20.168000,2020-08-04 10:40:20.172125,10.0,4.125,14.125,1.17777,1.17792,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
113,2020-08-04 10:40:20.200000,2020-08-04 10:40:20.210000,2020-08-04 10:40:20.215100,10.0,5.1,15.1,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
114,2020-08-04 10:40:20.270000,2020-08-04 10:40:20.280000,2020-08-04 10:40:20.284129,10.0,4.129,14.129,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
115,2020-08-04 10:40:20.377000,2020-08-04 10:40:20.387000,2020-08-04 10:40:20.391130,10.0,4.13,14.13,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
116,2020-08-04 10:40:20.489000,2020-08-04 10:40:20.499000,2020-08-04 10:40:20.503101,10.0,4.101,14.101,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
117,2020-08-04 10:40:20.599000,2020-08-04 10:40:20.609000,2020-08-04 10:40:20.613129,10.0,4.129,14.129,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
118,2020-08-04 10:40:20.707000,2020-08-04 10:40:20.717000,2020-08-04 10:40:20.721893,10.0,4.893,14.893,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
119,2020-08-04 10:40:20.817000,2020-08-04 10:40:20.827000,2020-08-04 10:40:20.831078,10.0,4.078,14.078,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
120,2020-08-04 10:40:20.925000,2020-08-04 10:40:20.935000,2020-08-04 10:40:20.949443,10.0,14.443,24.443,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
121,2020-08-04 10:40:21.037000,2020-08-04 10:40:21.047000,2020-08-04 10:40:21.051418,10.0,4.418,14.418,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
122,2020-08-04 10:40:21.151000,2020-08-04 10:40:21.161000,2020-08-04 10:40:21.165446,10.0,4.446,14.446,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
123,2020-08-04 10:40:21.257000,2020-08-04 10:40:21.267000,2020-08-04 10:40:21.271444,10.0,4.444,14.444,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
124,2020-08-04 10:40:21.366000,2020-08-04 10:40:21.376000,2020-08-04 10:40:21.380447,10.0,4.447,14.447,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
125,2020-08-04 10:40:21.473000,2020-08-04 10:40:21.483000,2020-08-04 10:40:21.487418,10.0,4.418,14.418,1.17776,1.1779,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
126,2020-08-04 10:40:21.566000,2020-08-04 10:40:21.576000,2020-08-04 10:40:21.580417,10.0,4.417,14.417,1.17777,1.17791,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
127,2020-08-04 10:40:21.579000,2020-08-04 10:40:21.589000,2020-08-04 10:40:21.606419,10.0,17.419,27.419,1.17777,1.17791,MM,OANDA DIVISION1,REAL,MT4,ZMQ,EURUSD
