Time,O,H,L,C,V
15/10/2019 13:00:00,1.10053,1.10098,1.09913,1.09937,5238
15/10/2019 14:00:00,1.09936,1.10446,1.09932,1.10346,10770
15/10/2019 15:00:00,1.1035,1.1044,1.10307,1.10354,8265
15/10/2019 16:00:00,1.10353,1.10365,1.10154,1.10226,4734
15/10/2019 17:00:00,1.10228,1.1032,1.10169,1.10296,3129
15/10/2019 18:00:00,1.10297,1.10358,1.10274,1.10358,2532
15/10/2019 19:00:00,1.10357,1.1038,1.10306,1.10342,2223
15/10/2019 20:00:00,1.10341,1.10352,1.10304,1.10323,1471
15/10/2019 21:00:00,1.10322,1.10354,1.10231,1.10312,1057
15/10/2019 22:00:00,1.10312,1.1035,1.10311,1.10334,996
15/10/2019 23:00:00,1.10336,1.10353,1.10323,1.10344,1242
16/10/2019 00:00:00,1.10343,1.10344,1.10302,1.10318,2442
16/10/2019 01:00:00,1.10317,1.10319,1.10262,1.10286,2818
16/10/2019 02:00:00,1.10286,1.10292,1.10239,1.10289,1487
16/10/2019 03:00:00,1.10288,1.1032,1.10282,1.1031,1568
16/10/2019 04:00:00,1.10309,1.10324,1.10287,1.10302,1067
16/10/2019 05:00:00,1.10303,1.1036,1.10296,1.1035,1430
16/10/2019 06:00:00,1.10352,1.10598,1.1034,1.10465,7637
16/10/2019 07:00:00,1.10464,1.10534,1.10314,1.1035,8139
16/10/2019 08:00:00,1.10351,1.10386,1.10294,1.10362,5642
16/10/2019 09:00:00,1.10361,1.10398,1.10226,1.10395,7279
16/10/2019 10:00:00,1.10392,1.1047,1.10242,1.10252,5598
16/10/2019 11:00:00,1.10251,1.10342,1.10247,1.10266,4815
16/10/2019 12:00:00,1.10268,1.10488,1.1023,1.10397,8858
16/10/2019 13:00:00,1.10398,1.10534,1.10388,1.10527,5913
16/10/2019 14:00:00,1.10529,1.1056,1.10414,1.10518,7019
16/10/2019 15:00:00,1.10517,1.10772,1.10446,1.10746,6830
16/10/2019 16:00:00,1.10747,1.10855,1.1073,1.1081,4157
16/10/2019 17:00:00,1.10811,1.10812,1.10648,1.10694,3697
16/10/2019 18:00:00,1.10694,1.10753,1.10679,1.10732,2264
16/10/2019 19:00:00,1.1073,1.10767,1.10714,1.1075,1813
16/10/2019 20:00:00,1.10751,1.10752,1.10718,1.10719,919
16/10/2019 21:00:00,1.10715,1.1073,1.10712,1.10727,679
16/10/2019 22:00:00,1.10728,1.10763,1.10728,1.10749,923
16/10/2019 23:00:00,1.10749,1.10774,1.10738,1.10738,926
17/10/2019 00:00:00,1.10739,1.10847,1.1073,1.10827,2350
17/10/2019 01:00:00,1.10826,1.10844,1.10774,1.108,2696
17/10/2019 02:00:00,1.10799,1.108,1.10748,1.10769,1414
17/10/2019 03:00:00,1.10768,1.10786,1.10752,1.10775,950
17/10/2019 04:00:00,1.10774,1.10774,1.10748,1.10758,995
17/10/2019 05:00:00,1.10757,1.10769,1.10694,1.10712,2252
17/10/2019 06:00:00,1.10713,1.1075,1.10669,1.1067,4213
17/10/2019 07:00:00,1.10671,1.10865,1.10651,1.10779,5260
17/10/2019 08:00:00,1.10776,1.10927,1.10722,1.10898,6301
17/10/2019 09:00:00,1.10899,1.11398,1.10899,1.1118,10357
17/10/2019 10:00:00,1.1118,1.11252,1.11092,1.11128,7512
17/10/2019 11:00:00,1.1113,1.11255,1.1107,1.11156,6977
17/10/2019 12:00:00,1.11157,1.11232,1.11015,1.11172,8387
17/10/2019 13:00:00,1.11171,1.11302,1.11103,1.11235,6532
17/10/2019 14:00:00,1.11236,1.11276,1.11134,1.11154,5911
17/10/2019 15:00:00,1.11158,1.11289,1.11108,1.11288,5066
17/10/2019 16:00:00,1.11289,1.11323,1.11234,1.11261,2901
17/10/2019 17:00:00,1.11262,1.11284,1.11206,1.11276,2368
17/10/2019 18:00:00,1.11278,1.11288,1.11217,1.11238,2160
17/10/2019 19:00:00,1.11236,1.1127,1.11204,1.11246,2209
17/10/2019 20:00:00,1.1125,1.11268,1.11228,1.11243,1108
17/10/2019 21:00:00,1.11241,1.1127,1.11238,1.1127,913
17/10/2019 22:00:00,1.11271,1.11284,1.1124,1.11251,1236
17/10/2019 23:00:00,1.11255,1.11259,1.1123,1.11246,1204
18/10/2019 00:00:00,1.11247,1.11287,1.1124,1.11282,1670
18/10/2019 01:00:00,1.11278,1.1131,1.11213,1.11229,2134
18/10/2019 02:00:00,1.11231,1.11265,1.11216,1.11232,2535
18/10/2019 03:00:00,1.11231,1.11278,1.11231,1.11274,1117
18/10/2019 04:00:00,1.11271,1.11278,1.11212,1.11216,1505
18/10/2019 05:00:00,1.11217,1.11258,1.11196,1.11198,1426
18/10/2019 06:00:00,1.11197,1.11244,1.11147,1.11168,4004
18/10/2019 07:00:00,1.11168,1.11288,1.11149,1.11242,4768
18/10/2019 08:00:00,1.11241,1.11314,1.11212,1.11276,4471
18/10/2019 09:00:00,1.11275,1.11326,1.11246,1.113,3963
18/10/2019 10:00:00,1.11299,1.1135,1.11253,1.1132,3617
18/10/2019 11:00:00,1.11321,1.11465,1.11298,1.11431,4709
18/10/2019 12:00:00,1.1143,1.115,1.11424,1.11474,3202
18/10/2019 13:00:00,1.11476,1.11526,1.11358,1.11395,5347
18/10/2019 14:00:00,1.11394,1.11446,1.11372,1.11387,5866
18/10/2019 15:00:00,1.11386,1.11592,1.11351,1.11546,5033
18/10/2019 16:00:00,1.11547,1.11595,1.11464,1.11582,4094
18/10/2019 17:00:00,1.11583,1.11629,1.11563,1.11588,3538
18/10/2019 18:00:00,1.11588,1.11619,1.11563,1.11614,2389
18/10/2019 19:00:00,1.11608,1.11661,1.11597,1.11618,2536
18/10/2019 20:00:00,1.11617,1.11718,1.11614,1.11712,2638
20/10/2019 21:00:00,1.11606,1.11631,1.11496,1.11564,920
20/10/2019 22:00:00,1.11569,1.11592,1.11501,1.11574,2822
20/10/2019 23:00:00,1.11573,1.11598,1.11515,1.11561,2477
21/10/2019 00:00:00,1.11562,1.11634,1.11554,1.11621,2199
21/10/2019 01:00:00,1.11621,1.11623,1.11544,1.11576,2017
21/10/2019 02:00:00,1.11575,1.11596,1.11547,1.11566,1670
21/10/2019 03:00:00,1.11569,1.11602,1.11562,1.11601,952
21/10/2019 04:00:00,1.116,1.1161,1.11574,1.11574,944
21/10/2019 05:00:00,1.11574,1.1161,1.11528,1.1153,1482
21/10/2019 06:00:00,1.11534,1.1161,1.11525,1.11575,4028
21/10/2019 07:00:00,1.11574,1.11669,1.11498,1.11644,5198
21/10/2019 08:00:00,1.11646,1.11795,1.11627,1.11666,5316
21/10/2019 09:00:00,1.11668,1.11706,1.11647,1.11688,3512
21/10/2019 10:00:00,1.11682,1.11688,1.11612,1.11626,2533
21/10/2019 11:00:00,1.11627,1.11734,1.1161,1.11683,3278
21/10/2019 12:00:00,1.11685,1.11739,1.11602,1.11609,3285
21/10/2019 13:00:00,1.1161,1.11628,1.11516,1.11557,4063
21/10/2019 14:00:00,1.11554,1.1161,1.11448,1.11458,5199
21/10/2019 15:00:00,1.11462,1.11469,1.11387,1.1145,3906
21/10/2019 16:00:00,1.11452,1.11567,1.11448,1.11516,2922
21/10/2019 17:00:00,1.11518,1.11528,1.11478,1.11511,2109
21/10/2019 18:00:00,1.11508,1.11536,1.11458,1.11464,1562
21/10/2019 19:00:00,1.11462,1.11498,1.11451,1.11496,1661
21/10/2019 20:00:00,1.11495,1.11504,1.11474,1.11498,788
21/10/2019 21:00:00,1.11489,1.11517,1.11445,1.11487,978
21/10/2019 22:00:00,1.11491,1.11534,1.1148,1.11497,907
21/10/2019 23:00:00,1.11498,1.11518,1.11482,1.11517,545
22/10/2019 00:00:00,1.11517,1.11544,1.11503,1.11542,1282
22/10/2019 01:00:00,1.11539,1.11568,1.11512,1.11517,1431
22/10/2019 02:00:00,1.11518,1.1154,1.11476,1.11518,1310
22/10/2019 03:00:00,1.11519,1.11524,1.11491,1.11494,876
22/10/2019 04:00:00,1.11493,1.11535,1.11492,1.11529,989
22/10/2019 05:00:00,1.11531,1.11568,1.1152,1.11529,1123
22/10/2019 06:00:00,1.11531,1.11568,1.11485,1.11486,3071
22/10/2019 07:00:00,1.11488,1.11507,1.11425,1.11446,4409
22/10/2019 08:00:00,1.11445,1.1147,1.11335,1.11412,4616
22/10/2019 09:00:00,1.11413,1.11452,1.11376,1.1144,3508
22/10/2019 10:00:00,1.11439,1.11482,1.11388,1.11424,3378
22/10/2019 11:00:00,1.11426,1.1143,1.11338,1.11382,3683
22/10/2019 12:00:00,1.11383,1.1139,1.1123,1.11269,5116
22/10/2019 13:00:00,1.1127,1.11381,1.1126,1.11343,4586
22/10/2019 14:00:00,1.11344,1.11378,1.11253,1.11314,4680
22/10/2019 15:00:00,1.11316,1.11458,1.11301,1.1138,4448
22/10/2019 16:00:00,1.11378,1.1143,1.11357,1.11406,2445
22/10/2019 17:00:00,1.11408,1.11466,1.1139,1.11445,2271
22/10/2019 18:00:00,1.11445,1.11541,1.11204,1.11239,8603
22/10/2019 19:00:00,1.11237,1.1136,1.11178,1.11316,3283
22/10/2019 20:00:00,1.11308,1.11315,1.11246,1.11248,978
22/10/2019 21:00:00,1.11249,1.11275,1.11233,1.11247,594
22/10/2019 22:00:00,1.11248,1.11314,1.11247,1.11307,1415
22/10/2019 23:00:00,1.11308,1.1131,1.11279,1.1129,1074
23/10/2019 00:00:00,1.11291,1.11308,1.11249,1.11262,1957
23/10/2019 01:00:00,1.11263,1.11269,1.11212,1.11213,1649
23/10/2019 02:00:00,1.11212,1.11245,1.112,1.11202,1694
23/10/2019 03:00:00,1.11201,1.11204,1.11159,1.11176,1206
23/10/2019 04:00:00,1.11177,1.11234,1.11176,1.11209,1436
23/10/2019 05:00:00,1.1121,1.11252,1.11189,1.11251,1380
23/10/2019 06:00:00,1.11252,1.11288,1.1118,1.11198,4218
23/10/2019 07:00:00,1.11199,1.11278,1.11188,1.11248,5177
23/10/2019 08:00:00,1.11249,1.11264,1.11184,1.11184,3553
23/10/2019 09:00:00,1.11183,1.11224,1.11103,1.11118,3472
23/10/2019 10:00:00,1.11119,1.11201,1.11062,1.11072,4282
23/10/2019 11:00:00,1.11075,1.11212,1.11075,1.11198,2890
23/10/2019 12:00:00,1.11202,1.11251,1.11167,1.11226,2818
23/10/2019 13:00:00,1.11222,1.11246,1.11172,1.11229,3577
23/10/2019 14:00:00,1.11228,1.11239,1.11119,1.11149,3757
23/10/2019 15:00:00,1.11148,1.11238,1.11138,1.11176,3243
23/10/2019 16:00:00,1.11174,1.11222,1.11156,1.1121,1969
23/10/2019 17:00:00,1.11212,1.11243,1.11189,1.11236,1755
23/10/2019 18:00:00,1.11226,1.1129,1.11226,1.11284,1842
23/10/2019 19:00:00,1.11284,1.114,1.11276,1.1133,2056
23/10/2019 20:00:00,1.11332,1.11336,1.11298,1.11302,763
23/10/2019 21:00:00,1.11306,1.11327,1.11289,1.11318,710
23/10/2019 22:00:00,1.11321,1.11331,1.11305,1.11324,932
23/10/2019 23:00:00,1.11324,1.11336,1.11314,1.11322,808
24/10/2019 00:00:00,1.11323,1.11325,1.11292,1.11316,996
24/10/2019 01:00:00,1.11317,1.11388,1.11316,1.11386,1484
24/10/2019 02:00:00,1.11385,1.11418,1.1137,1.11376,1435
24/10/2019 03:00:00,1.11377,1.11382,1.11352,1.11362,1085
24/10/2019 04:00:00,1.11361,1.1138,1.11345,1.11345,879
24/10/2019 05:00:00,1.11346,1.1136,1.11316,1.1133,1226
24/10/2019 06:00:00,1.11331,1.11364,1.11306,1.11354,3362
24/10/2019 07:00:00,1.11351,1.11628,1.11344,1.11473,8443
24/10/2019 08:00:00,1.1147,1.11475,1.1124,1.11322,6145
24/10/2019 09:00:00,1.11323,1.11354,1.11255,1.11314,3125
24/10/2019 10:00:00,1.11312,1.11314,1.11223,1.11286,2499
24/10/2019 11:00:00,1.11288,1.113,1.11203,1.11212,3890
24/10/2019 12:00:00,1.11211,1.11538,1.11206,1.11495,6276
24/10/2019 13:00:00,1.11496,1.11518,1.11116,1.11164,8301
24/10/2019 14:00:00,1.11165,1.11173,1.1102,1.11056,6478
24/10/2019 15:00:00,1.11054,1.1106,1.10932,1.10976,5247
24/10/2019 16:00:00,1.1098,1.11086,1.10935,1.11068,4254
24/10/2019 17:00:00,1.1107,1.1111,1.11046,1.11066,2048
24/10/2019 18:00:00,1.11065,1.11094,1.11041,1.11086,1747
24/10/2019 19:00:00,1.11087,1.11093,1.10999,1.11001,1829
24/10/2019 20:00:00,1.11,1.1105,1.10997,1.1105,1165
24/10/2019 21:00:00,1.11046,1.1107,1.11013,1.11051,1046
24/10/2019 22:00:00,1.11049,1.11058,1.11034,1.11036,778
24/10/2019 23:00:00,1.11035,1.11044,1.11023,1.11037,908
25/10/2019 00:00:00,1.11038,1.11044,1.11012,1.11017,1309
25/10/2019 01:00:00,1.11016,1.11054,1.11016,1.11025,1347
25/10/2019 02:00:00,1.11024,1.11046,1.11008,1.11038,1137
25/10/2019 03:00:00,1.11036,1.11038,1.11012,1.11026,804
25/10/2019 04:00:00,1.11028,1.11034,1.11019,1.11022,749
25/10/2019 05:00:00,1.11023,1.11094,1.11012,1.1109,1314
25/10/2019 06:00:00,1.11091,1.111,1.11052,1.11097,2506
25/10/2019 07:00:00,1.11094,1.11151,1.11048,1.11136,4448
25/10/2019 08:00:00,1.11136,1.11227,1.11122,1.1121,3585
25/10/2019 09:00:00,1.11206,1.1123,1.11134,1.11155,2834
25/10/2019 10:00:00,1.11154,1.11196,1.11128,1.11142,2352
25/10/2019 11:00:00,1.11141,1.11148,1.11062,1.11062,3155
25/10/2019 12:00:00,1.11062,1.11096,1.10959,1.11,3491
25/10/2019 13:00:00,1.10999,1.11052,1.10874,1.1094,4181
25/10/2019 14:00:00,1.1094,1.10958,1.10871,1.1091,3958
25/10/2019 15:00:00,1.10912,1.1092,1.10803,1.10811,4491
25/10/2019 16:00:00,1.10812,1.10818,1.10734,1.10738,3087
25/10/2019 17:00:00,1.10736,1.10798,1.10732,1.1077,1791
25/10/2019 18:00:00,1.10771,1.1082,1.10762,1.10801,1532
25/10/2019 19:00:00,1.10802,1.10826,1.10782,1.10802,1469
25/10/2019 20:00:00,1.10802,1.10813,1.10775,1.10804,1463
27/10/2019 21:00:00,1.10802,1.10803,1.10756,1.1079,751
27/10/2019 22:00:00,1.10791,1.10828,1.10791,1.1082,561
27/10/2019 23:00:00,1.1082,1.1084,1.10816,1.1084,748
28/10/2019 00:00:00,1.10839,1.10844,1.10816,1.10822,862
28/10/2019 01:00:00,1.10821,1.10821,1.10771,1.10783,1171
28/10/2019 02:00:00,1.10783,1.10794,1.10762,1.10788,1122
28/10/2019 03:00:00,1.10787,1.10816,1.10782,1.10816,944
28/10/2019 04:00:00,1.10815,1.1084,1.1081,1.10828,713
28/10/2019 05:00:00,1.10827,1.10878,1.10817,1.10877,923
28/10/2019 06:00:00,1.10877,1.10913,1.10856,1.10912,1567
28/10/2019 07:00:00,1.10912,1.1092,1.10862,1.109,3175
28/10/2019 08:00:00,1.10899,1.1097,1.10886,1.10916,4301
28/10/2019 09:00:00,1.10914,1.10958,1.10884,1.10915,2986
28/10/2019 10:00:00,1.10916,1.10958,1.10903,1.10948,2532
28/10/2019 11:00:00,1.1095,1.11066,1.10946,1.10968,3425
28/10/2019 12:00:00,1.10969,1.1102,1.1087,1.10873,3619
28/10/2019 13:00:00,1.10872,1.10968,1.10844,1.10942,3826
28/10/2019 14:00:00,1.10943,1.10978,1.10904,1.10917,3884
28/10/2019 15:00:00,1.10918,1.1094,1.10864,1.10932,3232
28/10/2019 16:00:00,1.10933,1.10988,1.1092,1.10986,2677
28/10/2019 17:00:00,1.10982,1.1103,1.1097,1.11022,1724
28/10/2019 18:00:00,1.1102,1.1102,1.10969,1.10976,1415
28/10/2019 19:00:00,1.10977,1.11033,1.10967,1.11029,1469
28/10/2019 20:00:00,1.11028,1.1103,1.10994,1.10998,850
28/10/2019 21:00:00,1.1099,1.11022,1.10975,1.10991,535
28/10/2019 22:00:00,1.10995,1.11008,1.10977,1.1098,811
28/10/2019 23:00:00,1.1098,1.10997,1.10976,1.10982,721
29/10/2019 00:00:00,1.10982,1.10998,1.10966,1.10978,1405
29/10/2019 01:00:00,1.10979,1.1098,1.10914,1.10944,1496
29/10/2019 02:00:00,1.10943,1.11025,1.10941,1.1097,1287
29/10/2019 03:00:00,1.10968,1.10976,1.10946,1.10963,1030
29/10/2019 04:00:00,1.10962,1.10968,1.10926,1.10929,980
29/10/2019 05:00:00,1.1093,1.10952,1.10925,1.10941,1022
29/10/2019 06:00:00,1.10942,1.10946,1.10889,1.10907,1105
29/10/2019 07:00:00,1.10908,1.10937,1.10836,1.10846,3222
29/10/2019 08:00:00,1.10845,1.10862,1.10773,1.10795,3518
29/10/2019 09:00:00,1.10794,1.10834,1.10771,1.10774,3407
29/10/2019 10:00:00,1.10773,1.10911,1.10736,1.10896,4325
29/10/2019 11:00:00,1.10894,1.10912,1.10782,1.10817,3950
29/10/2019 12:00:00,1.10818,1.10961,1.10808,1.1095,3453
29/10/2019 13:00:00,1.10949,1.10986,1.10926,1.10957,3962
29/10/2019 14:00:00,1.10956,1.11126,1.10952,1.11104,5727
29/10/2019 15:00:00,1.11101,1.11174,1.11064,1.11168,5533
29/10/2019 16:00:00,1.11166,1.11185,1.1107,1.11094,4017
29/10/2019 17:00:00,1.11094,1.11104,1.11074,1.11082,2390
29/10/2019 18:00:00,1.11081,1.1112,1.1105,1.11108,1857
29/10/2019 19:00:00,1.11107,1.11135,1.11094,1.11111,1776
29/10/2019 20:00:00,1.1111,1.11126,1.11095,1.11107,947
29/10/2019 21:00:00,1.11119,1.11147,1.11104,1.11119,869
29/10/2019 22:00:00,1.11119,1.11137,1.11114,1.11121,1033
29/10/2019 23:00:00,1.1112,1.11143,1.11116,1.11122,993
30/10/2019 00:00:00,1.11121,1.11123,1.11067,1.1109,1944
30/10/2019 01:00:00,1.11089,1.11124,1.11086,1.11102,1558
30/10/2019 02:00:00,1.111,1.11107,1.11068,1.11078,1196
30/10/2019 03:00:00,1.11079,1.11091,1.11064,1.11087,856
30/10/2019 04:00:00,1.11087,1.11097,1.11077,1.11091,904
30/10/2019 05:00:00,1.11092,1.11124,1.1108,1.11098,1171
30/10/2019 06:00:00,1.11099,1.11165,1.11098,1.11149,1814
30/10/2019 07:00:00,1.1115,1.11234,1.11129,1.11216,3944
30/10/2019 08:00:00,1.11218,1.11232,1.11131,1.11191,4653
30/10/2019 09:00:00,1.11192,1.11202,1.11116,1.11118,3178
30/10/2019 10:00:00,1.1112,1.1127,1.1112,1.11216,3750
30/10/2019 11:00:00,1.11215,1.11236,1.1107,1.1114,4188
30/10/2019 12:00:00,1.11141,1.11168,1.11022,1.11142,6159
30/10/2019 13:00:00,1.11145,1.11172,1.11033,1.11075,5433
30/10/2019 14:00:00,1.11076,1.11189,1.11058,1.11118,5892
30/10/2019 15:00:00,1.1112,1.11235,1.1112,1.1123,5279
30/10/2019 16:00:00,1.11232,1.11254,1.1119,1.11208,3399
30/10/2019 17:00:00,1.1121,1.11231,1.11148,1.11165,2404
30/10/2019 18:00:00,1.11166,1.1127,1.108,1.11257,11047
30/10/2019 19:00:00,1.11258,1.1151,1.11227,1.1144,7703
30/10/2019 20:00:00,1.11437,1.11516,1.11421,1.11499,2105
30/10/2019 21:00:00,1.11499,1.11534,1.11486,1.11519,838
30/10/2019 22:00:00,1.11527,1.11551,1.11521,1.1153,1296
30/10/2019 23:00:00,1.11531,1.11553,1.11521,1.11522,1238
31/10/2019 00:00:00,1.11523,1.11625,1.11523,1.11622,2457
31/10/2019 01:00:00,1.11623,1.11698,1.11596,1.11664,2781
31/10/2019 02:00:00,1.11663,1.11681,1.1163,1.11666,1527
31/10/2019 03:00:00,1.11667,1.1169,1.11657,1.11687,1736
31/10/2019 04:00:00,1.11686,1.11704,1.11648,1.1165,1201
31/10/2019 05:00:00,1.11649,1.11656,1.11606,1.11613,1418
31/10/2019 06:00:00,1.11614,1.11648,1.11577,1.11641,1713
31/10/2019 07:00:00,1.11641,1.11674,1.11574,1.11629,4458
31/10/2019 08:00:00,1.1163,1.11755,1.1158,1.11749,4953
31/10/2019 09:00:00,1.11748,1.1175,1.11597,1.11638,7432
31/10/2019 10:00:00,1.11637,1.11748,1.11518,1.11548,4735
31/10/2019 11:00:00,1.11548,1.11646,1.11442,1.11512,5336
31/10/2019 12:00:00,1.11514,1.11641,1.11493,1.11531,5983
31/10/2019 13:00:00,1.11528,1.11563,1.11418,1.11483,6178
31/10/2019 14:00:00,1.11484,1.1152,1.11314,1.11426,6210
31/10/2019 15:00:00,1.11423,1.11588,1.11338,1.11558,6090
31/10/2019 16:00:00,1.11556,1.11583,1.11462,1.11504,5245
31/10/2019 17:00:00,1.11505,1.11542,1.11438,1.11459,3517
31/10/2019 18:00:00,1.11458,1.11474,1.11405,1.11452,2633
31/10/2019 19:00:00,1.11453,1.11532,1.1143,1.1153,2667
31/10/2019 20:00:00,1.11529,1.1154,1.11489,1.11515,957
31/10/2019 21:00:00,1.11511,1.11522,1.11502,1.11518,431
31/10/2019 22:00:00,1.11515,1.11534,1.11503,1.11517,901
31/10/2019 23:00:00,1.11517,1.11567,1.11512,1.11561,1016
01/11/2019 00:00:00,1.1156,1.1156,1.11487,1.11549,1736
01/11/2019 01:00:00,1.11549,1.11666,1.11548,1.11654,2148
01/11/2019 02:00:00,1.11656,1.11657,1.1161,1.1165,1797
01/11/2019 03:00:00,1.11649,1.11664,1.11633,1.11642,943
01/11/2019 04:00:00,1.1164,1.11644,1.11624,1.11642,874
01/11/2019 05:00:00,1.11643,1.1165,1.11628,1.11641,1080
01/11/2019 06:00:00,1.11641,1.11645,1.11604,1.11618,1133
01/11/2019 07:00:00,1.11617,1.11666,1.11554,1.11636,3099
01/11/2019 08:00:00,1.11634,1.11688,1.11552,1.11606,3896
01/11/2019 09:00:00,1.11605,1.11606,1.11478,1.11496,3316
01/11/2019 10:00:00,1.11498,1.115,1.11398,1.11482,3185
01/11/2019 11:00:00,1.11481,1.11578,1.11464,1.11554,3460
01/11/2019 12:00:00,1.11553,1.11575,1.11282,1.11312,7386
01/11/2019 13:00:00,1.11314,1.11534,1.11311,1.11492,4941
01/11/2019 14:00:00,1.11492,1.11688,1.11492,1.11654,7278
01/11/2019 15:00:00,1.11656,1.11718,1.11622,1.11686,4832
01/11/2019 16:00:00,1.11687,1.11708,1.11623,1.11682,3826
01/11/2019 17:00:00,1.11681,1.1169,1.11611,1.11618,2663
01/11/2019 18:00:00,1.11619,1.11663,1.11588,1.11636,2145
01/11/2019 19:00:00,1.11634,1.11698,1.1163,1.11693,1818
01/11/2019 20:00:00,1.11693,1.11693,1.11606,1.11651,1535
03/11/2019 22:00:00,1.11691,1.11693,1.11649,1.11649,511
03/11/2019 23:00:00,1.11649,1.11675,1.11642,1.11663,1127
04/11/2019 00:00:00,1.11664,1.11668,1.11597,1.11603,1077
04/11/2019 01:00:00,1.11604,1.11684,1.11604,1.11672,1246
04/11/2019 02:00:00,1.11673,1.11722,1.1166,1.11714,1206
04/11/2019 03:00:00,1.11715,1.11738,1.11694,1.11694,1222
04/11/2019 04:00:00,1.11695,1.11712,1.11693,1.11696,850
04/11/2019 05:00:00,1.11695,1.11695,1.11654,1.11678,852
04/11/2019 06:00:00,1.11679,1.1171,1.11664,1.11683,1222
04/11/2019 07:00:00,1.11682,1.11755,1.11658,1.11734,3397
04/11/2019 08:00:00,1.11734,1.11734,1.11494,1.11624,6443
04/11/2019 09:00:00,1.11624,1.11686,1.11576,1.11652,4293
04/11/2019 10:00:00,1.11651,1.11662,1.11548,1.11634,3824
04/11/2019 11:00:00,1.11638,1.11654,1.11599,1.1165,2489
04/11/2019 12:00:00,1.11649,1.11704,1.11558,1.11599,3394
04/11/2019 13:00:00,1.11596,1.11596,1.11522,1.11562,3924
04/11/2019 14:00:00,1.11564,1.11566,1.11481,1.11481,3777
04/11/2019 15:00:00,1.1148,1.11571,1.11472,1.11549,4158
04/11/2019 16:00:00,1.11548,1.11569,1.11401,1.11443,3868
04/11/2019 17:00:00,1.11442,1.1146,1.11408,1.11414,1839
04/11/2019 18:00:00,1.11413,1.1143,1.11312,1.11348,2063
04/11/2019 19:00:00,1.11347,1.11354,1.11254,1.11276,2380
04/11/2019 20:00:00,1.11272,1.11292,1.11249,1.11282,1988
04/11/2019 21:00:00,1.11283,1.11306,1.11271,1.11285,1084
04/11/2019 22:00:00,1.11279,1.11285,1.11212,1.11218,2443
04/11/2019 23:00:00,1.1122,1.11284,1.1122,1.1128,2090
05/11/2019 00:00:00,1.1128,1.11311,1.11274,1.11298,1408
05/11/2019 01:00:00,1.113,1.11305,1.11254,1.11256,1850
05/11/2019 02:00:00,1.11258,1.11279,1.11222,1.11229,1368
05/11/2019 03:00:00,1.1123,1.11252,1.11128,1.11236,2095
05/11/2019 04:00:00,1.11234,1.1126,1.11212,1.1124,1470
05/11/2019 05:00:00,1.11242,1.11284,1.11238,1.1128,1256
05/11/2019 06:00:00,1.11279,1.11288,1.11253,1.11278,1324
05/11/2019 07:00:00,1.1128,1.11386,1.11279,1.11348,3960
05/11/2019 08:00:00,1.11349,1.11402,1.11302,1.11334,5171
05/11/2019 09:00:00,1.1133,1.11344,1.11244,1.11292,4268
05/11/2019 10:00:00,1.11293,1.11314,1.11208,1.11218,4010
05/11/2019 11:00:00,1.11216,1.1125,1.11143,1.11173,4660
05/11/2019 12:00:00,1.11172,1.11176,1.11052,1.11092,5075
05/11/2019 13:00:00,1.11094,1.11114,1.10954,1.10993,4645
05/11/2019 14:00:00,1.10994,1.10998,1.1086,1.10885,5229
05/11/2019 15:00:00,1.10807,1.10847,1.10664,1.10726,9310
05/11/2019 16:00:00,1.10723,1.10758,1.1064,1.10698,4838
05/11/2019 17:00:00,1.10697,1.10735,1.10668,1.10679,2900
05/11/2019 18:00:00,1.1068,1.10754,1.10647,1.10682,2804
05/11/2019 19:00:00,1.10681,1.10703,1.10636,1.10648,2096
05/11/2019 20:00:00,1.10644,1.10742,1.10644,1.10714,2018
05/11/2019 21:00:00,1.10718,1.10747,1.10716,1.10739,1134
05/11/2019 22:00:00,1.10743,1.10753,1.10723,1.10749,467
05/11/2019 23:00:00,1.10749,1.10756,1.10732,1.10741,785
06/11/2019 00:00:00,1.1074,1.10742,1.10668,1.1068,1900
06/11/2019 01:00:00,1.10679,1.10759,1.10679,1.10754,1979
06/11/2019 02:00:00,1.10753,1.10776,1.10741,1.10775,1104
06/11/2019 03:00:00,1.10776,1.108,1.1076,1.10762,1116
06/11/2019 04:00:00,1.10762,1.10764,1.10704,1.10708,927
06/11/2019 05:00:00,1.10707,1.1076,1.10699,1.1076,1217
06/11/2019 06:00:00,1.10761,1.10786,1.10738,1.10758,1663
06/11/2019 07:00:00,1.10757,1.10806,1.10722,1.10794,3645
06/11/2019 08:00:00,1.10796,1.10904,1.10762,1.10882,5086
06/11/2019 09:00:00,1.10879,1.1093,1.10863,1.10914,3717
06/11/2019 10:00:00,1.10915,1.10924,1.10874,1.10898,3072
06/11/2019 11:00:00,1.10897,1.109,1.10814,1.10822,2793
06/11/2019 12:00:00,1.10824,1.10908,1.10772,1.10897,3443
06/11/2019 13:00:00,1.10895,1.1092,1.10872,1.1088,3179
06/11/2019 14:00:00,1.10883,1.10887,1.10787,1.10824,4138
06/11/2019 15:00:00,1.10822,1.1086,1.1073,1.1074,4132
06/11/2019 16:00:00,1.10738,1.10794,1.10673,1.10753,4664
06/11/2019 17:00:00,1.10754,1.10774,1.10654,1.10662,3514
06/11/2019 18:00:00,1.10662,1.10708,1.10658,1.10678,2806
06/11/2019 19:00:00,1.10677,1.10712,1.10652,1.10678,2143
