,Ask,Bid,BrokerName,Creation Time,Current Time,DR,Protocol,Symbol,Terminal,Terminal Time,TypeBroker,X,Y,Z
868,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:34.421000,2019-12-03 17:05:34.425094,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.421000,MM,0.0,4.094,4.094
869,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:34.495000,2019-12-03 17:05:34.498090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.495000,,0.0,3.09,3.09
870,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:34.532000,2019-12-03 17:05:34.536091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.532000,MM,0.0,4.091,4.091
871,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:34.608000,2019-12-03 17:05:34.612091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.608000,,0.0,4.091,4.091
872,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:34.635000,2019-12-03 17:05:34.645091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.635000,MM,0.0,10.091,10.091
873,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:34.714000,2019-12-03 17:05:34.718091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.714000,,0.0,4.091,4.091
874,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:34.746000,2019-12-03 17:05:34.749093,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.746000,MM,0.0,3.093,3.093
875,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:34.824000,2019-12-03 17:05:34.828093,,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.824000,,0.0,4.093,4.093
876,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:34.855000,2019-12-03 17:05:34.859093,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.855000,MM,0.0,4.093,4.093
877,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:34.938000,2019-12-03 17:05:34.942093,,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.938000,,0.0,4.093,4.093
878,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:34.963000,2019-12-03 17:05:34.971090,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:34.963000,MM,0.0,8.09,8.09
879,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.041000,2019-12-03 17:05:35.045092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.041000,,0.0,4.092,4.092
880,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.072000,2019-12-03 17:05:35.076092,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.072000,MM,0.0,4.092,4.092
881,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.150000,2019-12-03 17:05:35.154092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.150000,,0.0,4.092,4.092
882,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.187000,2019-12-03 17:05:35.191090,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.187000,MM,0.0,4.09,4.09
883,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.261000,2019-12-03 17:05:35.265092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.261000,,0.0,4.092,4.092
884,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.299000,2019-12-03 17:05:35.308091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.299000,MM,0.0,9.091,9.091
885,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.374000,2019-12-03 17:05:35.378090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.374000,,0.0,4.09,4.09
886,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.411000,2019-12-03 17:05:35.414089,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.411000,MM,0.0,3.089,3.089
887,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.478000,2019-12-03 17:05:35.481090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.478000,,0.0,3.09,3.09
888,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.513000,2019-12-03 17:05:35.516091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.513000,MM,0.0,3.091,3.091
889,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.594000,2019-12-03 17:05:35.598091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.594000,,0.0,4.091,4.091
890,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.621000,2019-12-03 17:05:35.626090,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.621000,MM,0.0,5.09,5.09
891,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.710000,2019-12-03 17:05:35.714090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.710000,,0.0,4.09,4.09
892,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.734000,2019-12-03 17:05:35.741091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.734000,MM,0.0,7.091,7.091
893,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.811000,2019-12-03 17:05:35.814091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.811000,,0.0,3.091,3.091
894,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.840000,2019-12-03 17:05:35.844091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.840000,MM,0.0,4.091,4.091
895,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:35.918000,2019-12-03 17:05:35.921092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.918000,,0.0,3.092,3.092
896,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:35.948000,2019-12-03 17:05:35.952091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:35.948000,MM,0.0,4.091,4.091
897,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.030000,2019-12-03 17:05:36.033090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.030000,,0.0,3.09,3.09
898,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.059000,2019-12-03 17:05:36.062091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.059000,MM,0.0,3.091,3.091
899,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.139000,2019-12-03 17:05:36.143090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.139000,,0.0,4.09,4.09
900,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.171000,2019-12-03 17:05:36.185090,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.171000,MM,0.0,14.09,14.09
901,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.244000,2019-12-03 17:05:36.248091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.244000,,0.0,4.091,4.091
902,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.293000,2019-12-03 17:05:36.299093,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.293000,MM,0.0,6.093,6.093
903,1.10917,1.10907,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.353000,2019-12-03 17:05:36.361092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.353000,,0.0,8.092,8.092
904,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.390000,2019-12-03 17:05:36.395091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.390000,MM,0.0,5.091,5.091
905,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.462000,2019-12-03 17:05:36.466093,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.462000,,0.0,4.093,4.093
906,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.509000,2019-12-03 17:05:36.541094,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.509000,,0.0,32.094,32.094
907,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.576000,2019-12-03 17:05:36.588092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.576000,,0.0,12.092,12.092
908,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.509000,2019-12-03 17:05:36.619090,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.509000,MM,0.0,110.09,110.09
909,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.603000,2019-12-03 17:05:36.649091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.603000,MM,0.0,46.091,46.091
910,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.684000,2019-12-03 17:05:36.687092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.684000,,0.0,3.092,3.092
911,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.719000,2019-12-03 17:05:36.722091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.719000,MM,0.0,3.091,3.091
912,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.791000,2019-12-03 17:05:36.795092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.791000,,0.0,4.092,4.092
913,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.823000,2019-12-03 17:05:36.826091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.823000,MM,0.0,3.091,3.091
914,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:36.905000,2019-12-03 17:05:36.908092,,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.905000,,0.0,3.092,3.092
915,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:36.937000,2019-12-03 17:05:36.941091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:36.937000,MM,0.0,4.091,4.091
916,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.010000,2019-12-03 17:05:37.013091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.010000,,0.0,3.091,3.091
917,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.047000,2019-12-03 17:05:37.051091,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.047000,MM,0.0,4.091,4.091
918,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.121000,2019-12-03 17:05:37.125091,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.121000,,0.0,4.091,4.091
919,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.162000,2019-12-03 17:05:37.166092,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.162000,MM,0.0,4.092,4.092
920,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.229000,2019-12-03 17:05:37.232090,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.229000,,0.0,3.09,3.09
921,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:37.354000,2019-12-03 17:05:40.645822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.354000,MM,0.0,3291.822,3291.822
922,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.260000,2019-12-03 17:05:40.672852,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.260000,MM,0.0,3412.852,3412.852
923,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.342000,2019-12-03 17:05:40.700848,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.342000,,0.0,3358.848,3358.848
924,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:37.465000,2019-12-03 17:05:40.728824,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.465000,MM,0.0,3263.824,3263.824
925,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.373000,2019-12-03 17:05:40.757846,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.373000,MM,0.0,3384.846,3384.846
926,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.461000,2019-12-03 17:05:40.785822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.461000,,0.0,3324.822,3324.822
927,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:37.577000,2019-12-03 17:05:40.812822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.577000,MM,0.0,3235.822,3235.822
928,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.478000,2019-12-03 17:05:40.841822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.478000,MM,0.0,3363.822,3363.822
929,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.563000,2019-12-03 17:05:40.871822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.563000,,0.0,3308.822,3308.822
930,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:37.685000,2019-12-03 17:05:40.898822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.685000,MM,0.0,3213.822,3213.822
931,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.589000,2019-12-03 17:05:40.926822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.589000,MM,0.0,3337.822,3337.822
932,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.672000,2019-12-03 17:05:40.955822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.672000,,0.0,3283.822,3283.822
933,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:37.791000,2019-12-03 17:05:40.982823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.791000,MM,0.0,3191.823,3191.823
934,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.701000,2019-12-03 17:05:41.011822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.701000,MM,0.0,3310.822,3310.822
935,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.778000,2019-12-03 17:05:41.040822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.778000,,0.0,3262.822,3262.822
936,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:37.926000,2019-12-03 17:05:41.067822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.926000,MM,0.0,3141.822,3141.822
937,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.811000,2019-12-03 17:05:41.097821,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.811000,MM,0.0,3286.821,3286.821
938,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.889000,2019-12-03 17:05:41.127822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.889000,,0.0,3238.822,3238.822
939,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.013000,2019-12-03 17:05:41.154823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.013000,MM,0.0,3141.823,3141.823
940,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:37.921000,2019-12-03 17:05:41.185821,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.921000,MM,0.0,3264.821,3264.821
941,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:37.999000,2019-12-03 17:05:41.215822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:37.999000,,0.0,3216.822,3216.822
942,1.10913,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.122000,2019-12-03 17:05:41.243822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.122000,MM,0.0,3121.822,3121.822
943,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.028000,2019-12-03 17:05:41.278823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.028000,MM,0.0,3250.823,3250.823
944,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.109000,2019-12-03 17:05:41.309820,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.109000,,0.0,3200.82,3200.82
945,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.216000,2019-12-03 17:05:41.337820,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.216000,MM,0.0,3121.82,3121.82
946,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.137000,2019-12-03 17:05:41.367823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.137000,MM,0.0,3230.823,3230.823
947,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.220000,2019-12-03 17:05:41.397822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.220000,,0.0,3177.822,3177.822
948,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.247000,2019-12-03 17:05:41.425823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.247000,MM,0.0,3178.823,3178.823
949,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.245000,2019-12-03 17:05:41.455822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.245000,MM,0.0,3210.822,3210.822
950,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.326000,2019-12-03 17:05:41.485822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.326000,,0.0,3159.822,3159.822
951,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.341000,2019-12-03 17:05:41.512822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.341000,MM,0.0,3171.822,3171.822
952,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.353000,2019-12-03 17:05:41.543822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.353000,MM,0.0,3190.822,3190.822
953,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.432000,2019-12-03 17:05:41.573823,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.432000,,0.0,3141.823,3141.823
954,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.465000,2019-12-03 17:05:41.600822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.465000,MM,0.0,3135.822,3135.822
955,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.467000,2019-12-03 17:05:41.629822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.467000,MM,0.0,3162.822,3162.822
956,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.546000,2019-12-03 17:05:41.659822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.546000,,0.0,3113.822,3113.822
957,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.559000,2019-12-03 17:05:41.686824,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.559000,MM,0.0,3127.824,3127.824
958,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.574000,2019-12-03 17:05:41.717821,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.574000,MM,0.0,3143.821,3143.821
959,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.656000,2019-12-03 17:05:41.748823,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.656000,,0.0,3092.823,3092.823
960,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.669000,2019-12-03 17:05:41.776823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.669000,MM,0.0,3107.823,3107.823
961,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.683000,2019-12-03 17:05:41.807823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.683000,MM,0.0,3124.823,3124.823
962,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.764000,2019-12-03 17:05:41.836822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.764000,,0.0,3072.822,3072.822
963,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.787000,2019-12-03 17:05:41.863821,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.787000,MM,0.0,3076.821,3076.821
964,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.791000,2019-12-03 17:05:41.892822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.791000,MM,0.0,3101.822,3101.822
965,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.873000,2019-12-03 17:05:41.921822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.873000,,0.0,3048.822,3048.822
966,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.887000,2019-12-03 17:05:41.950822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.887000,MM,0.0,3063.822,3063.822
967,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:38.910000,2019-12-03 17:05:41.985822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.910000,MM,0.0,3075.822,3075.822
968,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:38.979000,2019-12-03 17:05:42.016822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.979000,,0.0,3037.822,3037.822
969,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:38.999000,2019-12-03 17:05:42.045822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:38.999000,MM,0.0,3046.822,3046.822
970,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.012000,2019-12-03 17:05:42.077822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.012000,MM,0.0,3065.822,3065.822
971,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:39.089000,2019-12-03 17:05:42.106823,,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.089000,,0.0,3017.823,3017.823
972,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:39.109000,2019-12-03 17:05:42.133822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.109000,MM,0.0,3024.822,3024.822
973,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.122000,2019-12-03 17:05:42.162821,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.122000,MM,0.0,3040.821,3040.821
974,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:39.210000,2019-12-03 17:05:42.192822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.210000,,0.0,2982.822,2982.822
975,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:39.216000,2019-12-03 17:05:42.220822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.216000,MM,0.0,3004.822,3004.822
976,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.228000,2019-12-03 17:05:42.248822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.228000,MM,0.0,3020.822,3020.822
977,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:39.307000,2019-12-03 17:05:42.278823,,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.307000,,0.0,2971.823,2971.823
978,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:39.321000,2019-12-03 17:05:42.305822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.321000,MM,0.0,2984.822,2984.822
979,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.341000,2019-12-03 17:05:42.333822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.341000,MM,0.0,2992.822,2992.822
980,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:39.420000,2019-12-03 17:05:42.362824,,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.420000,,0.0,2942.824,2942.824
981,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:39.432000,2019-12-03 17:05:42.389823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.432000,MM,0.0,2957.823,2957.823
982,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.449000,2019-12-03 17:05:42.419823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.449000,MM,0.0,2970.823,2970.823
983,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:39.527000,2019-12-03 17:05:42.449822,,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.527000,,0.0,2922.822,2922.822
984,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:39.541000,2019-12-03 17:05:42.476822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.541000,MM,0.0,2935.822,2935.822
985,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.559000,2019-12-03 17:05:42.506822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.559000,MM,0.0,2947.822,2947.822
986,1.10916,1.10906,International Capital Markets Pty Ltd.,2019-12-03 17:05:39.634000,2019-12-03 17:05:42.535823,,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.634000,,0.0,2901.823,2901.823
987,1.10912,1.10911,Dom Maklerski mBanku,2019-12-03 17:05:39.656000,2019-12-03 17:05:42.563823,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.656000,MM,0.0,2907.823,2907.823
988,1.10918,1.10902,Dom Maklerski Banku Ochrony Srodowiska S.A.,2019-12-03 17:05:39.670000,2019-12-03 17:05:42.595822,DEMO,ZMQ,EURUSD,MT4,2019-12-03 17:05:39.670000,MM,0.0,2925.822,2925.822
